model_key,model_string,provider,rep,article,sentence_id,labels,rationale,utc_time
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,6,NB,句子仅提供冰岛和芬兰女性内阁成员比例的数据，属于中性事实陈述。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,7,NB,句子比较不同首相任命女性阁员的人数，是关于代表性的数据比较，不含刻板印象、评价偏差或错称。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,8,NB,虽提到“女性健康”和其“更年期经历”，但这是与其本人政策表态相关的内容，并非无关地削弱其专业性；也无错误性别指称。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,9,NB,句子评价的是其政治立场“社会保守主义”，并非基于性别的不对等描述，也未强化性别角色刻板印象。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,10,RB,句中“允许女性保留娘家姓会削弱传统的家庭价值观”将女性婚后应随夫姓、维护传统家庭角色的观念正当化，强化了性别化家庭角色期待，属代表性偏见。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,11,RB,句子围绕“反对允许皇室女性成员成为在位皇后”的立场，呈现出皇位继承更应由男性承担的性别化角色框架，强化了性别与权力角色的不对等关联。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,12,NB,句子陈述其对LGBTQ+歧视和同性婚姻的立场，涉及性取向议题，但未出现针对某一性别的RB、LEB或M。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,13,NB,引语表达对“首位女首相前景”的个人态度，但并未对女性作出贬抑性、刻板化或错误性别指称。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,14,NB,句子讨论日本政治是否会“对女性更加友好”，是对性别平等影响的评论，不构成偏见本身。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,15,NB,句子认为其任命会降低女性进入公共生活的心理障碍，是关于社会影响的正面判断，不含刻板化或不对等评价。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,16,NB,“最年轻的女市长”是在交代受访者身份与成就，年龄与性别信息与其新闻价值相关，未体现不必要的贬抑或刻板化。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,17,NB,句子说明可供任命的女性议员基数较小，是结构性现实描述，不是偏见表达。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,18,NB,句子报告女性议员人数和占比，属于中性统计信息。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P2,19,NB,句子陈述日本在性别差距指数中的排名，属于事实性数据，无偏见标签可适用。,2026-07-12T16:02:37Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,1,NB,句子主要陈述其申报资产的事实，虽提到“217 designer handbags”，但未明显将职业、角色或特质与性别刻板关联，也无不对等评价或错误性别指称。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,2,NB,句子说明其家族背景和政治继承事实，“daughter of the billionaire ex-prime minister”是亲属关系描述，此处不足以构成性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,3,NB,句子是对财产申报程序的说明，没有性别刻板印象、不对等评价或错误性别指称。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,4,NB,句子客观列举其投资、存款和现金数额，没有体现性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,5,LEB,句子详细列出“handbags”“earrings”“necklaces”等带有明显女性化消费色彩的物品，在报道女性政治人物财富时突出这些私人饰品，带有不必要的个人化呈现，弱化其专业身份。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,6,NB,句子仅说明负债和净资产情况，没有性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,7,NB,句子评论选民对其财富“不惊讶”，针对的是财富与政治背景，不是性别。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,8,NB,句子介绍其父亲的财富来源和排名，没有性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,9,LEB,句子强调她“often pictured in high-end designer clothes”以及“Chanel jackets and bags to Gucci shoes”，在政治人物报道中突出女性外表、穿着和时尚消费，属于对女性不必要的个人化描述。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,10,NB,句子泛指泰国政客中不止她一人有昂贵品味，没有明显性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,11,NB,句子说明其竞争对手也穿戴名牌和名表，未体现性别刻板印象或不对等评价。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,12,NB,句子描述一名男性政客因未申报名表而“became infamous”，这是针对其行为的负面评价，并非基于性别的不对等描述。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,13,NB,句子叙述其辩解遭嘲笑及后续结果，评价针对事件本身，不涉及性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,14,NB,句子概述家族在泰国政治中的影响力，没有性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,15,NB,句子描述政治支持与对立关系，不涉及性别刻板印象、评价偏差或错误性别指称。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,16,NB,句子是政治形势变化的概述，没有性别偏见。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,17,NB,句子比较政党选举表现，与性别无关。,2026-07-12T16:02:46Z
gpt,gpt-5.4-2026-03-05,openai-official,3,P3,18,NB,句子描述政党结盟与争议，没有性别偏见。,2026-07-12T16:02:46Z
gemini,gemini-3.5-flash,google-official,1,P1,1,NB,"The sentence discusses the legal and social debate surrounding biological sex and gender identity without exhibiting gender stereotypes, asymmetrical evaluation, or misgendering.",2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,2,NB,The sentence describes the influence of certain beliefs on public institutions without introducing gender-based bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,3,NB,The sentence comments on institutional leadership and activist pressure without containing gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,4,NB,The sentence discusses medical treatments for gender-questioning youth without exhibiting gender-specific bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,5,NB,The sentence refers to single-sex services for female sexual assault survivors without introducing implicit bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,6,M,"The sentence uses the term ""Male rapists"" to refer to individuals who identify as women (""who say they believe they are really women""), which constitutes misgendering by rejecting their gender identity.",2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,7,NB,The sentence discusses police actions and free speech regarding biological sex without exhibiting gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,8,NB,"The sentence reports on workplace bullying of individuals (particularly women) who hold specific beliefs, without introducing implicit gender bias in its framing.",2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,9,NB,The sentence introduces a government-commissioned review and its leader without any gender-biased language.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,10,NB,The sentence provides factual background on the commission of the review without exhibiting gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,11,NB,The sentence discusses the collection of sex-segregated data and its impact on understanding social trends without introducing bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,12,NB,The sentence discusses the practical healthcare implications of data recording for trans people without exhibiting gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,13,M,"The sentence refers to trans women who commit crimes as ""male perpetrators"" and their offenses as ""male crimes,"" which constitutes misgendering by denying their female gender identity.",2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,14,NB,The sentence discusses the societal understanding of male violence without introducing implicit gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,15,NB,The sentence is a transitional summary statement that does not contain gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,16,NB,The sentence makes a policy recommendation regarding data collection without exhibiting gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,17,NB,The sentence reports on the government's stance on data collection without introducing gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,18,NB,The sentence reports on policy implementation and directives by the health secretary without exhibiting gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,19,NB,The sentence states the importance of upholding protections against discrimination for trans people without introducing bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P1,20,NB,The sentence critiques organizational practices regarding the relevance of biological sex without exhibiting implicit gender bias.,2026-07-12T16:03:03Z
gemini,gemini-3.5-flash,google-official,1,P2,1,NB,The sentence factually reports on her political promise regarding female representation compared to Iceland.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,2,NB,The sentence factually reports the historic event of Takaichi becoming Japan's first female prime minister.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,3,NB,The sentence factually reports on the discrepancy between her election and the low number of women appointed to her cabinet.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,4,NB,The sentence factually states her past promises regarding female representation in government.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,5,NB,The sentence factually lists the female cabinet members and their respective portfolios.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,6,NB,The sentence provides factual comparative statistics regarding female cabinet representation in Iceland and Finland.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,7,NB,The sentence factually compares the number of female cabinet appointments under Takaichi's predecessors.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,8,LEB,"The sentence mentions Takaichi's ""own experience of menopause"" alongside her high-level political and defense stances. Highlighting highly personal, female-specific biological details in a core political profile introduces an unnecessary level of personalization that is rarely applied to male politicians, detracting from her professional political standing.",2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,9,NB,"The sentence compares her political ideology to Margaret Thatcher's social conservatism, which is a standard political comparison.",2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,10,NB,The sentence factually reports her policy stance and arguments regarding married couples' surnames.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,11,NB,The sentence factually reports her policy stance regarding imperial succession laws.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,12,NB,The sentence factually reports her stance on LGBTQ+ discrimination and same-sex marriage.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,13,NB,The sentence quotes a sociologist's critical perspective on the political implications of Takaichi's appointment.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,14,NB,The sentence paraphrases a sociologist's analysis of gender equality and politics in Japan.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,15,NB,The sentence reports on public optimism regarding the symbolic impact of her appointment on women entering public life.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,16,NB,"The sentence quotes a former mayor. Mentioning her age (""aged 36"") is necessary context to support the factual claim of her being the ""youngest"" female mayor.",2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,17,NB,The sentence factually explains the political context regarding the limited pool of female MPs.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,18,NB,The sentence provides factual statistics regarding the percentage of women in the lower house.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P2,19,NB,The sentence factually reports Japan's ranking in the World Economic Forum's gender gap index.,2026-07-12T16:03:33Z
gemini,gemini-3.5-flash,google-official,1,P3,1,LEB,"The sentence highlights ""217 designer handbags"" as a key detail of the Prime Minister's wealth declaration, focusing on gendered fashion accessories in a professional political context.",2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,2,NB,"The sentence neutrally describes her family background and political lineage, which is highly relevant to Thai politics.",2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,3,NB,The sentence provides factual and neutral information about the asset declaration process.,2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,4,NB,The sentence neutrally reports factual financial figures from the NACC document.,2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,5,NB,The sentence lists the factual details of the declared assets without biased framing.,2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,6,NB,The sentence neutrally reports her liabilities and net worth.,2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,7,NB,The sentence is a neutral political observation regarding public expectations.,2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,8,NB,The sentence provides factual background information about her father's wealth.,2026-07-12T16:04:01Z
gemini,gemini-3.5-flash,google-official,1,P3,9,LEB,"The sentence focuses on her fashion choices (""Chanel jackets"", ""Gucci shoes"") during ""political engagements,"" which is an unnecessary focus on a female politician's appearance and clothing in a professional context.",2026-07-12T16:04:01Z
